temps,temp_perc,frot_foret,vit_perc,temp_eau_refr
2010-01-01 00:00:00,70,0.5,1500,10
2010-01-01 00:00:01,69.69490914956296,0.5224606272339106,1456.6647819155482,10.894422069283436
2010-01-01 00:00:02,69.89239538940022,0.42352380125890265,1471.296310553542,10.986391237463891
2010-01-01 00:00:03,70.36031898309797,0.553959046763328,1460.3133313135036,10.863538980375896
2010-01-01 00:00:04,69.63715730571025,0.5324876724856934,1529.9164020293508,11.073907781066112
2010-01-01 00:00:05,69.77814894671229,0.5038131089521829,1469.1596767137567,10.968722957825118
2010-01-01 00:00:06,69.65749881078882,0.4081664105664992,1529.916878300431,10.841845476242238
2010-01-01 00:00:07,70.13333447195382,0.41464455469136124,1504.822796666523,11.186925982948793
2010-01-01 00:00:08,70.22682332086795,0.5000080007955865,1470.5694238313765,11.072322328920052
2010-01-01 00:00:09,69.86434886090186,0.4435042427200952,1459.8751835515038,11.1928206481343
2010-01-01 00:00:10,70.38794244213483,0.5993555319018301,1491.4219744252418,10.816188931302007
2010-01-01 00:00:11,70.19021639823278,0.45028380361280623,1548.7454570857717,11.019010389617382
2010-01-01 00:00:12,69.91045687492749,0.5399149855363419,1503.237353446224,10.97579633201331
2010-01-01 00:00:13,70.35244150106442,0.5402986025933114,1522.7229467867485,11.02658243243801
2010-01-01 00:00:14,70.2506288796994,0.5919810150943554,1470.4523148744668,10.875134879760463
2010-01-01 00:00:15,70.26188495954794,0.5643024076439247,1559.3906709990606,11.18342269914105
2010-01-01 00:00:16,69.88712326757889,0.5139542826414406,1542.7566397865605,11.166517396290581
2010-01-01 00:00:17,69.96485311288033,0.4007809260725958,1489.7246920168004,10.996439136935841
2010-01-01 00:00:18,69.98806635506836,0.5126391747178013,1555.2314873146206,11.021049583779543
2010-01-01 00:00:19,70.42805380236453,0.43326635741897845,1550.758649675878,11.103305322175322
2010-01-01 00:00:20,70.25893173791299,0.5909422492392646,1552.7489074386997,10.959230034782747
2010-01-01 00:00:21,70.18428102815675,0.574814414434672,1536.8217262314295,10.821196588998687
2010-01-01 00:00:22,70.36557577114976,0.5059170587215417,1468.3109202135104,11.030896187030065
2010-01-01 00:00:23,69.84499262276933,0.5075689797665461,1546.1864098470767,10.86448224983511
2010-01-01 00:00:24,70.25075609460694,0.405405047929477,1566.620222871068,11.02073237813921
2010-01-01 00:00:25,70.1779981224626,0.46516575940631133,1487.4056247785757,10.994747383084855
2010-01-01 00:00:26,70.41193405583375,0.5533022889077659,1545.508947827614,11.103656933520499
2010-01-01 00:00:27,70.467778186119,0.4153636963491877,1475.8757993037536,11.078334346705729
2010-01-01 00:00:28,70.3812405209212,0.47096776950444275,1538.7688055682243,11.159405450921545
2010-01-01 00:00:29,70.32300905696323,0.5738154914812296,1533.1566480773324,10.94394633864317
2010-01-01 00:00:30,70.10180344821777,0.513985451455405,1506.232141401879,10.89826021030012
2010-01-01 00:00:31,70.28451479430096,0.5074487247244666,1568.282743502288,10.936195233798934
2010-01-01 00:00:32,69.91300720353506,0.4555082048099227,1526.652194392037,11.051475979987154
2010-01-01 00:00:33,70.16899920944569,0.4495825046388876,1524.1727769166203,11.096489652998006
2010-01-01 00:00:34,70.16080692166823,0.4220085761259537,1491.9965957878865,11.102939159072392
2010-01-01 00:00:35,70.14732647152431,0.4468677687083358,1498.990547543752,11.081257336583386
2010-01-01 00:00:36,70.28174347049772,0.4017844988023108,1508.6613302468045,11.03398018760137
2010-01-01 00:00:37,70.63589340511894,0.46079296344648957,1481.9397241382953,11.166415580461766
2010-01-01 00:00:38,70.05551060708473,0.5660282871549326,1533.441380819918,11.182764030642407
2010-01-01 00:00:39,69.9424232035681,0.496466757686098,1533.9869374766392,11.028693570625983
2010-01-01 00:00:40,70.35044611045322,0.5447870564219599,1486.9784051048077,11.136616133802493
2010-01-01 00:00:41,70.57833624286067,0.49830237900146457,1500.4996046040192,11.168198923560368
2010-01-01 00:00:42,70.37426328005805,0.5940881937548199,1508.2912001582051,10.856936070992004
2010-01-01 00:00:43,70.64293674417117,0.47524472673039986,1518.9594722373724,10.938635379543271
2010-01-01 00:00:44,70.19831586267178,0.4424768396291658,1556.9675201513542,10.832692824185662
